Threads,Duration,Total_Operations,Successful_Operations,Insert_Success,Delete_Success,Contains_Success,Throughput
8,1.00,186802,35996,0.882521,0.113275,0.116980,186488.078125
8,1.00,189952,36979,0.879985,0.116383,0.119364,189870.765625
8,1.00,171844,32067,0.892074,0.105821,0.109234,171694.234375
