Threads,Duration,Total_Operations,Successful_Operations,Insert_Success,Delete_Success,Contains_Success,Throughput
8,1.00,475965,18865,0.127502,0.005664,0.032827,475783.718750
8,1.00,489337,17568,0.121749,0.003104,0.029207,489285.781250
8,1.00,508407,18544,0.121694,0.003224,0.029920,508352.656250
