Threads,Duration,Total_Operations,Successful_Operations,Insert_Success,Delete_Success,Contains_Success,Throughput
64,1.01,796575,290218,0.676913,0.336904,0.328181,790383.187500
64,1.00,826875,302980,0.674192,0.339494,0.330793,825660.687500
64,1.00,825855,301749,0.675595,0.338499,0.329468,825057.062500
