Threads,Duration,Total_Operations,Successful_Operations,Insert_Success,Delete_Success,Contains_Success,Throughput
16,1.01,917229,34523,0.071284,0.006543,0.037303,911277.750000
16,1.00,945081,29342,0.063862,0.003473,0.030375,944806.875000
16,1.00,987680,31030,0.063617,0.003191,0.030896,987537.937500
