Threads,Duration,Total_Operations,Successful_Operations,Insert_Success,Delete_Success,Contains_Success,Throughput
64,1.06,2817519,100377,0.033670,0.014887,0.038430,2652242.000000
64,1.00,2906522,59576,0.015370,0.000391,0.023610,2904616.250000
64,1.00,2979181,61816,0.015371,0.000407,0.023930,2977755.000000
