Threads,Duration,Total_Operations,Successful_Operations,Insert_Success,Delete_Success,Contains_Success,Throughput
64,1.01,785234,280491,0.686508,0.328001,0.319103,777447.750000
64,1.00,826860,302772,0.674548,0.339152,0.330486,825987.625000
64,1.00,835155,306261,0.673599,0.339978,0.331186,834355.500000
