Threads,Duration,Total_Operations,Successful_Operations,Insert_Success,Delete_Success,Contains_Success,Throughput
8,1.00,488570,20396,0.129553,0.006360,0.035127,488341.218750
8,1.00,494112,18592,0.126257,0.005264,0.030540,494047.625000
8,1.00,494316,18599,0.126125,0.005280,0.030554,494268.343750
